account_id,account_activity_level,customer_value_level,MOB,flag_female,avg_sales_L36M,cnt_sales_L36M,last_sales,month_since_last_sales,count_direct_promo_L12M,birth_date
100165918,Z,E,25.0,1,10000.0,4,10000.0,16,6,1981-05-29
100165921,Z,E,17.0,1,25000.0,1,25000.0,17,5,1980-05-14
100165956,Z,E,17.0,0,25000.0,1,25000.0,17,5,1976-07-11
100165958,Z,E,17.0,1,15000.0,1,15000.0,17,4,1948-12-22
100165964,Z,E,51.0,1,,0,15000.0,51,3,1955-05-10
100165967,Z,E,23.0,0,15000.0,1,15000.0,23,3,1962-04-05
100166027,Z,E,21.0,1,20000.0,1,20000.0,21,4,1958-04-25
100166033,Z,E,17.0,0,25000.0,1,25000.0,17,5,1971-11-02
100166041,Y,E,56.0,0,,0,15000.0,56,2,1983-11-21
100166059,Z,E,17.0,0,20000.0,2,20000.0,17,6,1974-02-15
100166067,Z,E,17.0,1,15000.0,1,15000.0,17,4,1979-12-21
100166129,Z,E,24.0,0,20000.0,1,20000.0,24,3,1972-08-19
100166213,X,C,87.0,0,17800.0,5,20000.0,5,9,1962-07-03
100166220,X,C,76.0,1,9330.0,2,10000.0,18,4,1955-06-22
100166420,X,C,76.0,0,5000.0,4,5000.0,17,5,1949-10-15
100166659,X,C,43.0,1,25000.0,2,25000.0,21,7,1961-07-02
100166864,X,C,54.0,0,16670.0,3,20000.0,18,6,1972-08-23
100167168,X,C,66.0,0,8500.0,5,10000.0,22,7,1959-04-02
100167186,X,C,76.0,0,16000.0,2,20000.0,17,5,1983-01-14
100167231,X,C,53.0,0,25000.0,1,25000.0,18,6,1985-10-13
100167275,X,C,53.0,1,25000.0,2,25000.0,22,7,1965-02-07
100167479,X,C,41.0,1,5500.0,5,5000.0,19,7,1955-06-03
100167572,X,C,57.0,0,16000.0,2,20000.0,16,6,1972-09-18
100167645,X,C,52.0,0,18000.0,2,20000.0,17,6,1990-10-15
100167726,X,C,32.0,0,5750.0,4,5000.0,18,6,1956-07-12
100167849,X,C,86.0,0,25000.0,2,25000.0,20,7,1981-05-14
100167882,X,C,44.0,1,16670.0,3,20000.0,24,6,1957-10-04
100167902,X,C,42.0,0,20000.0,3,20000.0,18,6,1970-05-30
100168180,X,C,125.0,0,16000.0,5,20000.0,17,6,1952-05-11
100168279,X,C,52.0,1,16000.0,2,20000.0,26,5,1965-09-23
100168332,X,C,35.0,1,5170.0,6,5000.0,16,6,1988-06-04
100168545,X,C,130.0,0,10000.0,2,10000.0,24,4,1975-08-02
100168692,X,C,129.0,0,25000.0,3,25000.0,18,6,1965-10-11
100168754,X,C,128.0,1,9000.0,3,10000.0,18,4,1971-09-05
100168827,X,C,29.0,1,16670.0,3,20000.0,17,6,1948-10-28
100168964,X,C,75.0,1,25000.0,2,25000.0,26,5,1974-10-03
100169007,X,C,89.0,0,19000.0,2,20000.0,18,6,1990-05-27
100169197,X,C,123.0,1,17000.0,1,17000.0,14,4,1950-07-19
100169428,X,C,56.0,1,25000.0,1,25000.0,23,6,1966-05-14
100169456,X,C,65.0,0,18330.0,4,20000.0,23,7,1972-10-28
100169589,Y,C,104.0,0,9000.0,1,9000.0,18,3,1952-03-04
100169760,Y,C,44.0,1,20000.0,1,20000.0,15,3,1960-12-23
100169847,Z,C,27.0,0,10670.0,3,10000.0,6,7,1954-08-20
100169871,Z,C,16.0,0,25000.0,1,25000.0,16,5,1954-09-23
100169925,Z,C,17.0,1,20000.0,1,20000.0,17,4,1966-08-25
100169990,Z,C,17.0,0,15000.0,1,15000.0,17,4,1982-05-23
100170026,Z,C,24.0,0,15000.0,1,15000.0,24,3,1958-08-02
100170100,Z,C,17.0,1,25000.0,1,25000.0,17,5,1955-06-02
100170109,Z,C,20.0,0,20000.0,1,20000.0,20,4,1966-01-22
100170143,Z,C,27.0,1,6000.0,3,5000.0,15,4,1946-08-22
100170189,Z,C,54.0,1,,0,15000.0,54,3,1947-07-05
100170200,Z,C,16.0,1,15000.0,1,15000.0,16,4,1992-03-31
100170203,Z,C,16.0,1,20000.0,1,20000.0,16,5,1957-08-07
100170216,Z,C,16.0,1,20000.0,2,20000.0,16,6,1967-07-06
100170264,Z,C,20.0,0,20000.0,1,20000.0,20,4,1953-11-08
100170338,Z,C,17.0,1,25000.0,1,25000.0,17,5,1969-12-30
100170386,Z,C,18.0,0,15000.0,2,15000.0,18,5,1949-01-29
100170398,Z,C,19.0,1,15000.0,3,15000.0,19,6,1960-08-18
100170549,X,E,129.0,1,5330.0,7,5000.0,16,6,1974-11-12
100170568,X,E,29.0,1,17500.0,2,20000.0,19,4,1980-01-25
100170604,X,E,52.0,1,17500.0,2,20000.0,24,6,1957-02-23
100170649,X,E,66.0,0,5000.0,8,5000.0,18,5,1957-09-18
100170663,X,E,104.0,1,10000.0,2,10000.0,18,5,1978-07-17
100170799,X,E,44.0,1,5000.0,7,5000.0,19,6,1952-01-17
100170889,X,E,74.0,1,17500.0,2,20000.0,18,6,1967-01-10
100171022,X,E,122.0,1,10000.0,1,10000.0,21,4,1961-09-28
100171058,X,E,62.0,1,10000.0,4,10000.0,18,6,1973-11-08
100171063,X,E,51.0,0,,0,15000.0,51,3,1952-03-21
100171182,X,E,92.0,0,19000.0,2,20000.0,17,6,1958-03-23
100171205,X,E,31.0,1,20000.0,1,20000.0,20,4,1981-09-20
100171221,X,E,128.0,1,16670.0,3,20000.0,19,6,1959-01-22
100171298,X,D,120.0,1,25000.0,2,25000.0,19,7,1959-02-15
100171330,X,E,79.0,0,8000.0,7,10000.0,18,6,1958-01-07
100171333,X,E,130.0,1,5000.0,4,5000.0,15,5,1955-10-22
100171581,Y,E,125.0,0,10000.0,3,10000.0,22,6,1948-04-09
100171897,X,E,65.0,0,4780.0,9,5000.0,17,6,1979-02-28
100171972,X,E,73.0,1,9830.0,6,10000.0,17,6,1963-12-14
100172006,X,E,114.0,0,5000.0,5,5000.0,19,6,1963-07-18
100172014,X,E,33.0,0,8200.0,5,10000.0,17,6,1951-01-15
100172218,X,E,39.0,1,10000.0,3,10000.0,15,4,1959-08-05
100172443,Z,E,21.0,1,25000.0,1,25000.0,21,5,1969-09-18
100172489,Z,E,20.0,0,15000.0,1,15000.0,20,4,1978-10-17
100172501,Z,E,17.0,1,25000.0,2,25000.0,17,6,1963-05-01
100172514,Z,E,20.0,0,15000.0,1,15000.0,20,3,1963-03-01
100172519,Z,E,20.0,1,20000.0,1,20000.0,20,4,1966-09-07
100172526,Z,E,16.0,0,20000.0,1,20000.0,16,5,1964-05-20
100172885,X,C,74.0,1,9500.0,4,10000.0,22,6,1960-04-12
100173014,X,C,77.0,1,10000.0,3,10000.0,18,6,1954-04-14
100173188,X,C,119.0,1,10170.0,6,10000.0,15,6,1952-08-12
100173292,X,C,33.0,0,20000.0,3,20000.0,26,6,1960-08-17
100173343,X,C,45.0,0,9000.0,7,10000.0,17,6,1975-10-22
100173431,X,C,88.0,1,10000.0,4,10000.0,22,6,1963-07-10
100173774,Y,C,15.0,0,15000.0,1,15000.0,15,2,1976-12-02
100173874,Z,C,24.0,0,25000.0,1,25000.0,24,4,1991-09-04
100173877,Z,C,21.0,0,20000.0,2,20000.0,21,5,1974-01-13
100173915,Z,C,59.0,1,,0,15000.0,59,2,1952-03-08
100173933,Z,C,22.0,0,10000.0,3,10000.0,16,7,1990-08-17
100174143,X,E,127.0,0,10670.0,6,10000.0,18,6,1990-06-08
100174225,X,E,93.0,1,9710.0,7,10000.0,17,6,1968-12-04
100174294,X,E,65.0,0,5000.0,4,5000.0,18,6,1948-07-28
100174354,X,E,91.0,1,18330.0,3,20000.0,16,6,1988-11-01
100174361,X,E,96.0,0,25000.0,1,25000.0,24,6,1960-04-12
100174366,X,E,126.0,1,17250.0,4,20000.0,18,6,1979-01-11
100174424,X,E,129.0,0,25000.0,4,25000.0,19,5,1950-06-10
100174442,X,E,40.0,0,5500.0,4,5000.0,18,6,1949-08-07
100174494,X,E,130.0,1,10000.0,1,10000.0,26,4,1986-08-01
100174615,X,E,30.0,1,5200.0,7,5000.0,18,8,1989-05-06
100174619,X,E,41.0,1,20000.0,1,20000.0,26,4,2000-07-01
100174822,X,E,88.0,1,7710.0,7,7000.0,18,6,1991-12-26
100175068,X,E,130.0,0,8750.0,4,10000.0,21,6,1947-10-28
100175075,X,E,128.0,0,8000.0,2,10000.0,18,6,1953-11-01
100175096,X,E,112.0,1,10000.0,2,10000.0,17,5,1952-10-26
100175188,X,E,45.0,1,8400.0,5,10000.0,18,6,1966-12-12
100175241,X,E,59.0,1,,0,15000.0,59,3,1979-03-06
100175743,X,E,123.0,1,9000.0,4,10000.0,18,6,1959-04-20
100175744,X,E,103.0,0,10000.0,4,10000.0,20,7,1948-05-25
100175827,X,E,104.0,0,8330.0,3,10000.0,18,6,1953-01-17
100175941,Y,E,129.0,1,10000.0,1,10000.0,15,2,1966-04-18
100176142,Z,E,16.0,1,20000.0,1,20000.0,16,5,1981-03-08
100176197,Z,E,16.0,0,15000.0,2,15000.0,15,5,1957-01-13
100176373,X,D,109.0,0,25000.0,1,25000.0,21,6,1970-10-27
100176410,X,D,57.0,1,5000.0,8,5000.0,18,6,1986-09-21
100176524,X,D,92.0,0,9000.0,2,10000.0,16,5,1986-01-26
100176751,X,D,33.0,0,8750.0,4,10000.0,15,5,1954-12-27
100176909,X,D,130.0,0,9000.0,3,10000.0,15,5,1958-08-16
100176984,X,D,129.0,1,10000.0,1,10000.0,17,5,1986-04-08
100177163,X,D,81.0,1,17000.0,2,20000.0,15,4,1952-01-30
100177219,X,D,75.0,0,10750.0,4,10000.0,23,6,1983-05-29
100177304,X,C,90.0,0,17500.0,3,20000.0,19,5,1969-04-01
100177360,X,D,78.0,0,25000.0,2,25000.0,21,4,1950-06-21
100177471,X,D,129.0,1,10500.0,9,10000.0,16,7,1955-07-17
100177589,X,D,101.0,0,9170.0,6,10000.0,18,6,1948-07-27
100177744,X,D,75.0,1,5000.0,4,5000.0,21,5,1977-06-18
100177889,X,D,66.0,0,25000.0,1,25000.0,20,6,1964-09-14
100177923,X,D,57.0,1,16750.0,4,20000.0,16,6,1973-11-18
100177986,X,D,78.0,0,25000.0,1,25000.0,18,6,1981-01-29
100178002,Y,D,50.0,0,,0,15000.0,50,2,1969-05-19
100178018,Y,D,16.0,0,20000.0,2,20000.0,16,4,1950-02-27
100178100,Z,D,17.0,1,20000.0,2,20000.0,17,6,1981-05-27
100178115,Y,E,16.0,1,15000.0,1,15000.0,16,4,1982-05-26
100178150,Z,D,54.0,0,,0,15000.0,54,3,1981-07-23
100178179,Z,D,24.0,0,15000.0,1,15000.0,24,3,1967-12-10
100178293,Z,D,24.0,0,15000.0,1,15000.0,24,3,1992-02-03
100178818,X,E,80.0,0,5000.0,7,5000.0,16,5,1947-05-22
100178872,X,E,127.0,1,10000.0,2,10000.0,19,7,1948-09-27
100178900,X,E,53.0,1,4000.0,7,5000.0,20,6,1948-01-22
100178981,X,E,66.0,1,,0,15000.0,52,5,1965-01-26
100178994,X,E,53.0,1,5900.0,10,5000.0,15,5,1956-04-12
100179024,X,E,88.0,1,10000.0,5,10000.0,15,6,1954-12-22
100179050,X,E,76.0,1,5400.0,4,5000.0,15,5,1954-11-03
100179122,X,E,32.0,1,4500.0,4,5000.0,15,6,1953-09-17
100179156,X,E,41.0,1,4710.0,7,5000.0,15,5,1972-07-23
100179277,X,E,128.0,0,,0,15000.0,55,3,1974-01-05
100179278,X,E,92.0,0,10000.0,4,10000.0,17,6,1946-04-30
100179284,X,E,126.0,1,19000.0,2,20000.0,18,3,1950-09-13
100179290,X,E,125.0,0,10000.0,3,10000.0,15,5,1979-06-14
100179347,X,E,126.0,1,8670.0,3,10000.0,16,6,1968-11-07
100179407,X,E,104.0,1,9000.0,1,9000.0,18,1,1961-01-04
100179475,X,E,129.0,0,4200.0,4,5000.0,20,4,1948-09-20
100179532,X,E,125.0,0,8500.0,3,10000.0,15,4,1958-08-22
100179602,X,E,123.0,1,10000.0,2,10000.0,18,5,1951-09-19
100179661,X,E,113.0,0,16000.0,5,20000.0,21,7,1971-06-11
100179716,X,E,122.0,1,8330.0,3,10000.0,17,6,1984-12-30
100179742,X,E,130.0,1,8710.0,7,10000.0,19,6,1964-04-25
100179845,X,E,125.0,1,9000.0,2,10000.0,18,5,1948-02-25
100179968,X,E,104.0,0,9500.0,3,10000.0,15,5,1980-09-18
100180068,X,E,69.0,1,5140.0,7,5000.0,18,4,1959-01-23
100180091,X,E,45.0,1,25000.0,1,25000.0,19,6,1979-08-19
100180106,X,D,127.0,1,25000.0,1,25000.0,22,6,1972-11-06
100180240,X,E,123.0,1,25000.0,1,25000.0,17,5,1958-03-14
100180254,X,E,130.0,0,19000.0,2,20000.0,18,6,1967-10-23
100180300,X,E,128.0,1,10000.0,3,10000.0,22,5,1973-01-19
100180325,X,E,120.0,1,9670.0,3,10000.0,18,6,1962-05-26
100180362,X,E,31.0,0,9500.0,3,10000.0,18,5,1959-02-14
100180374,X,E,39.0,1,25000.0,3,25000.0,14,5,1953-07-14
100180433,Y,E,113.0,1,10000.0,2,10000.0,23,4,1948-06-23
100180459,X,E,81.0,0,5330.0,6,5000.0,16,6,1953-06-30
100180536,X,E,41.0,0,5200.0,5,5000.0,16,6,1970-06-20
100180620,Y,E,31.0,1,20000.0,1,20000.0,15,3,1956-05-16
100180682,Z,E,21.0,1,25000.0,2,25000.0,21,6,1955-03-29
100180746,Z,E,17.0,0,25000.0,2,25000.0,17,6,1955-01-09
100180784,Z,E,17.0,1,10000.0,2,10000.0,16,5,1950-03-09
100180833,Z,E,17.0,0,15000.0,1,15000.0,17,4,1985-02-22
100180896,Z,D,18.0,0,25000.0,1,25000.0,18,5,1957-02-13
100180966,Z,E,16.0,0,20000.0,1,20000.0,16,5,1952-03-08
100181058,X,D,87.0,1,25000.0,2,25000.0,22,6,1957-05-16
100181227,X,E,105.0,0,10670.0,3,10000.0,18,6,1946-05-26
100181228,X,E,76.0,0,18500.0,2,20000.0,19,6,1957-04-02
100181378,X,E,39.0,0,10200.0,6,10000.0,16,7,1972-12-08
100181464,X,E,32.0,1,18330.0,3,20000.0,18,6,1978-05-20
100181717,X,E,54.0,0,25000.0,3,25000.0,25,7,1950-04-16
100181893,X,E,96.0,0,,0,17000.0,54,4,1953-06-27
100181916,X,E,32.0,1,18330.0,3,20000.0,24,6,1947-03-08
100182034,X,E,105.0,0,8720.0,5,10000.0,17,4,1954-04-09
100182049,X,E,74.0,0,8500.0,3,10000.0,18,5,1953-01-17
100182066,X,E,130.0,1,16129.999999999998,8,20000.0,15,6,1948-06-22
100182673,Z,E,18.0,1,20000.0,2,20000.0,18,5,1956-10-26
100182827,Z,E,24.0,1,25000.0,1,25000.0,24,4,1970-08-02
100182894,Z,E,16.0,0,15000.0,1,15000.0,16,4,1950-06-02
100183026,X,E,45.0,1,25000.0,2,25000.0,20,6,1980-05-13
100183028,X,E,67.0,0,17500.0,2,20000.0,15,5,1981-10-23
100183138,X,E,88.0,1,5400.0,5,5000.0,18,5,1983-01-04
100183147,Y,E,32.0,1,15000.0,4,15000.0,22,6,1974-02-05
100183148,X,E,61.0,0,,0,15000.0,61,3,1979-05-15
100183531,X,E,128.0,0,9000.0,6,10000.0,18,6,1973-10-11
100183538,X,E,57.0,0,18000.0,3,20000.0,17,7,1977-10-26
100183693,Z,E,20.0,1,15000.0,1,15000.0,20,4,1976-01-10
100183703,Z,E,16.0,0,20000.0,1,20000.0,16,5,1980-12-22
100183781,X,C,129.0,0,8330.0,2,10000.0,24,5,1951-07-10
100183880,X,C,75.0,1,5290.0,7,5000.0,16,5,1957-08-07
100183904,X,C,68.0,1,4400.0,4,5000.0,21,5,1965-07-10
100183919,X,C,45.0,1,10000.0,4,10000.0,21,6,1949-10-23
100184037,X,C,130.0,0,10500.0,3,10000.0,27,6,1948-04-14
100184353,X,C,33.0,1,16250.0,5,20000.0,20,7,1959-05-31
100184444,Z,C,17.0,0,20000.0,2,20000.0,17,6,1974-10-05
100184489,Z,C,54.0,1,,0,15000.0,54,4,1970-03-26
100184694,X,E,119.0,1,10000.0,3,10000.0,17,6,1947-06-02
100184795,X,E,110.0,0,16000.0,2,20000.0,18,6,1967-02-21
100184800,X,E,59.0,0,,0,15000.0,59,3,1967-08-20
100184935,X,D,40.0,1,25000.0,1,25000.0,26,5,1965-09-03
100185460,X,E,102.0,0,25000.0,1,25000.0,16,5,1954-09-13
100185544,X,E,67.0,0,9000.0,3,10000.0,18,5,1991-02-26
100185773,X,E,41.0,1,16670.0,3,20000.0,17,6,1996-01-13
100185838,X,E,36.0,1,17500.0,2,20000.0,17,6,1956-04-02
100186136,X,E,44.0,0,5000.0,4,5000.0,18,6,1958-02-07
100186253,X,E,87.0,0,10000.0,4,10000.0,16,6,1966-12-19
100186416,X,E,126.0,0,10000.0,4,10000.0,18,7,1957-06-08
100186571,X,E,111.0,0,10000.0,1,10000.0,18,4,1957-06-16
100186825,X,E,88.0,0,10000.0,5,10000.0,25,7,1966-07-27
100187007,X,E,130.0,0,4880.0,8,5000.0,18,6,1973-09-22
100187120,X,E,67.0,0,8200.0,5,10000.0,18,6,1969-03-06
100187158,X,E,41.0,1,5000.0,6,5000.0,18,6,1971-01-08
100187174,X,E,31.0,1,25000.0,3,25000.0,19,5,1973-03-26
100187184,X,E,104.0,0,10670.0,2,10000.0,14,4,1956-07-09
100187193,X,E,92.0,0,9330.0,3,10000.0,18,5,1994-07-14
100187426,Z,E,21.0,1,15000.0,1,15000.0,21,3,1960-03-30
100187499,Z,E,19.0,0,25000.0,1,25000.0,19,4,1951-11-08
100187500,Z,E,21.0,0,15000.0,1,15000.0,21,3,1975-09-24
100187600,Z,D,52.0,1,,0,16000.0,52,5,1984-02-08
100187655,Z,E,21.0,1,15000.0,1,15000.0,21,3,1972-06-10
100187725,Z,E,17.0,1,15000.0,2,15000.0,17,5,1955-08-03
100187728,Z,E,16.0,0,15000.0,1,15000.0,16,4,1962-04-02
100187749,Z,E,24.0,0,20000.0,1,20000.0,24,3,1982-07-10
100187751,Z,E,21.0,1,15000.0,1,15000.0,21,3,1982-02-09
100187869,X,D,122.0,1,16000.0,3,20000.0,15,6,1951-09-28
100187925,X,E,54.0,0,25000.0,2,25000.0,19,6,1952-11-06
100188127,X,E,122.0,0,10000.0,2,10000.0,20,2,1954-05-21
100188201,X,E,76.0,0,10170.0,11,10000.0,17,5,1965-01-24
100188227,X,E,68.0,1,10000.0,4,10000.0,20,7,1963-08-25
100188330,Y,E,44.0,0,4330.0,9,5000.0,15,6,1969-04-09
100188349,X,E,64.0,0,18670.0,3,20000.0,18,6,1976-02-05
100188401,X,E,126.0,1,10000.0,2,10000.0,19,4,1960-10-21
100188490,X,E,93.0,1,10000.0,4,10000.0,17,6,1955-11-11
100188527,Z,E,20.0,0,20000.0,1,20000.0,20,4,1984-07-21
100188538,Z,E,23.0,1,25000.0,1,25000.0,23,4,1963-12-09
100188569,Z,E,18.0,0,15000.0,2,15000.0,18,5,1987-05-05
100188587,Z,E,17.0,0,15000.0,2,15000.0,17,5,1972-02-24
100188591,Z,E,20.0,0,15000.0,1,15000.0,20,3,1969-12-12
100188625,Z,E,17.0,0,20000.0,1,20000.0,17,4,1978-01-22
100188875,X,E,64.0,1,10000.0,6,10000.0,18,6,1957-07-15
100188961,X,E,124.0,1,8750.0,3,10000.0,16,4,1968-05-15
100189093,X,E,53.0,1,8250.0,4,10000.0,15,5,1981-10-25
100189361,X,E,67.0,1,8000.0,6,10000.0,17,6,1976-12-27
100189500,X,E,40.0,1,18250.0,8,20000.0,24,6,1974-06-06
100189624,X,E,129.0,1,,0,15000.0,53,4,1969-04-12
100189757,X,E,89.0,0,,0,17000.0,61,3,1947-10-17
100189874,X,E,80.0,0,17330.0,2,20000.0,23,5,1986-04-19
100190229,X,E,34.0,1,9000.0,6,10000.0,21,7,2001-03-18
100190243,X,E,29.0,0,8000.0,3,10000.0,17,6,1972-04-22
100190478,Y,E,42.0,0,10670.0,4,10000.0,19,7,1973-07-11
100190580,X,E,129.0,1,10000.0,3,10000.0,18,4,1965-05-27
100190616,X,E,123.0,1,25000.0,2,25000.0,19,6,1960-02-22
100190707,Z,E,18.0,1,20000.0,1,20000.0,18,4,1991-11-15
100190771,Z,E,17.0,0,15000.0,1,15000.0,17,4,1948-06-28
100190814,Y,E,21.0,0,20000.0,1,20000.0,21,4,1992-05-22
100191006,Z,E,23.0,1,25000.0,1,25000.0,23,4,1952-01-23
100191014,Z,E,16.0,0,15000.0,1,15000.0,16,4,1954-01-27
100191088,X,E,126.0,1,10000.0,1,10000.0,15,5,1972-04-17
100191097,X,E,126.0,1,10000.0,2,10000.0,19,5,1956-07-15
100191276,Z,E,17.0,0,20000.0,1,20000.0,17,5,1988-02-08
100191300,Z,E,24.0,1,20000.0,2,20000.0,15,5,1970-06-01
100191554,X,E,75.0,0,25000.0,1,25000.0,24,4,1963-09-08
100191611,X,E,123.0,1,4200.0,5,5000.0,15,4,1975-08-10
100191788,X,E,88.0,0,17500.0,5,20000.0,16,7,1964-05-23
100191816,X,E,129.0,1,10000.0,2,10000.0,18,4,1947-08-15
100191857,X,E,122.0,1,25000.0,1,25000.0,18,5,1953-03-21
100191909,X,E,80.0,1,5500.0,5,5000.0,17,4,1953-09-10
100191967,X,E,44.0,1,5080.0,12,5000.0,15,6,1981-12-14
100192087,X,E,103.0,0,10000.0,3,10000.0,19,5,1947-12-18
100192090,Y,E,130.0,0,5400.0,5,5000.0,15,5,1959-12-01
100192106,X,E,124.0,1,8500.0,1,8500.0,18,3,1954-04-08
100192203,X,E,125.0,1,9000.0,4,10000.0,16,5,1948-09-25
100192354,X,E,52.0,1,17330.0,3,20000.0,20,6,1953-10-03
100192387,X,E,127.0,1,10290.0,7,10000.0,18,6,1965-07-27
100192500,X,E,129.0,1,18330.0,3,20000.0,26,5,1956-08-19
100192501,X,D,101.0,1,25000.0,1,25000.0,26,4,1949-10-04
100192537,X,E,128.0,1,8500.0,4,10000.0,18,5,1948-02-28
100192585,Z,E,52.0,0,,0,15000.0,52,3,1978-05-31
100192587,Z,E,16.0,1,15000.0,1,15000.0,16,4,1972-08-25
100192785,Y,B,126.0,1,10500.0,4,10000.0,21,9,1947-06-06
100192940,X,A,124.0,0,10000.0,1,10000.0,7,6,1946-07-19
100192959,X,A,92.0,1,17500.0,2,20000.0,17,6,1948-03-07
100193134,X,A,92.0,1,18000.0,3,20000.0,15,6,1951-12-19
100193164,X,A,127.0,1,10000.0,2,10000.0,26,5,1950-10-25
100193185,X,A,58.0,0,100000.0,2,100000.0,27,3,1978-05-04
100193249,X,A,130.0,1,8750.0,4,10000.0,18,5,1957-08-21
100193294,X,A,93.0,1,8860.0,7,10000.0,4,5,1950-06-27
100193389,X,A,79.0,0,9400.0,5,10000.0,4,12,1948-08-07
100193594,X,A,65.0,1,16250.0,5,20000.0,20,7,1979-08-06
100193776,X,A,44.0,1,9600.0,5,10000.0,15,6,1973-12-13
100193831,X,A,126.0,1,4000.0,7,5000.0,22,6,1954-10-21
100193843,X,A,126.0,1,5000.0,2,5000.0,16,4,1949-08-09
100193993,X,A,92.0,1,10400.0,5,10000.0,17,6,1978-07-25
100194060,X,A,91.0,0,,0,15000.0,61,4,1989-11-15
100194105,X,A,38.0,1,8800.0,5,10000.0,17,4,1950-04-18
100194184,X,A,31.0,0,20000.0,3,20000.0,16,6,1963-03-30
100194331,X,A,129.0,1,5500.0,5,5000.0,19,5,1947-05-22
100194469,X,A,45.0,0,9800.0,5,10000.0,7,7,1953-03-08
100194554,X,A,81.0,0,18000.0,3,20000.0,22,5,1956-07-21
100194669,X,A,124.0,0,9000.0,2,10000.0,18,4,1969-06-04
100194683,X,A,65.0,0,9400.0,4,10000.0,14,5,1962-04-15
100194808,Y,A,84.0,1,6000.0,5,5000.0,16,2,1946-07-10
100194956,Z,A,52.0,1,,0,15000.0,52,3,1953-01-27
100194957,Z,A,24.0,1,15000.0,1,15000.0,24,3,1973-09-08
100195032,Z,A,22.0,0,20000.0,2,20000.0,22,5,1965-05-24
100195095,Z,A,17.0,1,15000.0,1,15000.0,17,4,1981-10-26
100195184,X,A,112.0,0,,0,15000.0,61,3,1977-01-17
100195188,X,A,121.0,0,10000.0,1,10000.0,12,6,1953-06-03
100195674,X,A,130.0,1,5400.0,6,5000.0,20,6,1968-04-17
100195946,X,A,114.0,1,5890.0,8,5000.0,21,5,1949-06-25
100196018,Y,A,127.0,1,25000.0,1,25000.0,15,3,1947-10-29
100196045,Z,A,17.0,0,25000.0,1,25000.0,17,5,1968-02-05
100196117,Z,A,20.0,0,20000.0,1,20000.0,20,4,1947-09-25
100196245,Z,A,21.0,1,20000.0,1,20000.0,21,3,1961-12-23
100196266,Y,B,75.0,0,10330.0,4,10000.0,17,5,1947-04-18
100196403,X,A,44.0,1,10400.0,4,10000.0,16,5,1966-04-03
100196459,X,A,54.0,0,5000.0,7,5000.0,18,7,1966-06-29
100196561,X,A,124.0,0,5000.0,5,5000.0,19,5,1978-04-16
100196931,X,A,32.0,0,8750.0,4,10000.0,19,6,1959-12-08
100197017,X,A,76.0,0,5000.0,3,5000.0,17,6,1970-04-25
100197215,X,A,29.0,1,20000.0,3,20000.0,18,6,1946-03-01
100197290,X,A,77.0,1,5830.0,7,5000.0,17,7,1962-12-18
100197294,X,A,129.0,1,25000.0,1,25000.0,18,6,1989-04-30
100197356,X,A,102.0,0,10000.0,1,10000.0,18,5,1961-04-23
100197423,X,A,58.0,1,10670.0,4,10000.0,19,7,1968-07-04
100197425,X,A,29.0,1,20000.0,2,20000.0,24,4,1947-01-03
100197438,X,A,124.0,1,18000.0,3,20000.0,19,5,1952-06-06
100197449,X,A,54.0,1,25000.0,2,25000.0,19,7,1955-06-30
100197577,X,A,127.0,1,5200.0,5,5000.0,15,5,1957-02-28
100197749,X,A,104.0,0,9500.0,2,10000.0,26,4,1962-07-12
100197752,X,A,33.0,0,8000.0,5,10000.0,16,6,1948-04-04
100197982,Z,A,21.0,1,15000.0,2,15000.0,21,4,1979-08-18
100197989,Z,A,16.0,1,15000.0,1,15000.0,16,4,1991-09-30
100198011,Z,A,15.0,1,20000.0,1,20000.0,15,5,1973-05-16
100198013,Z,A,24.0,1,15000.0,1,15000.0,24,3,1977-02-23
100198181,Z,A,16.0,0,15000.0,1,15000.0,16,4,1954-03-18
100198217,Z,A,20.0,1,20000.0,1,20000.0,20,4,1963-02-01
100198228,Z,A,22.0,1,20000.0,2,20000.0,22,5,1991-05-14
100198231,Y,B,16.0,1,20000.0,1,20000.0,16,5,1953-06-07
100198377,X,A,91.0,0,10000.0,13,10000.0,16,6,1953-12-13
100198438,X,A,126.0,1,4600.0,4,5000.0,15,4,1952-12-23
100198447,X,A,75.0,1,5000.0,5,5000.0,17,7,1958-01-11
100198477,Y,B,119.0,1,17500.0,2,20000.0,20,6,1981-07-09
100198522,X,A,49.0,1,5000.0,6,5000.0,21,6,1949-06-30
100198550,X,A,128.0,1,10000.0,2,10000.0,20,3,1955-10-12
100198701,X,A,60.0,1,,0,15000.0,60,2,1969-09-24
100198799,Y,B,62.0,0,25000.0,2,25000.0,20,6,1977-05-31
100198805,X,A,76.0,0,17500.0,2,20000.0,21,6,1954-12-19
100199019,X,A,80.0,1,4600.0,9,5000.0,17,5,1951-04-24
100199075,X,A,123.0,1,9400.0,5,10000.0,24,6,1973-08-16
100199212,X,A,59.0,0,,0,15000.0,59,3,1956-04-07
100199284,X,A,81.0,0,8250.0,4,10000.0,19,6,1966-07-17
100199304,X,A,113.0,0,25000.0,1,25000.0,18,6,1953-04-19
100199318,X,A,102.0,1,16000.0,2,20000.0,19,6,1948-07-17
100199538,Z,A,16.0,0,20000.0,1,20000.0,16,5,1980-03-16
